timestamp,load,ram_usage
5674117,0.435877,0.55840874
6674962,0.341669,0.5623442
7675860,0.349794,0.5623442
8676674,0.358576,0.5624754
9677710,0.350434,0.5624754
10678673,0.356048,0.5548013
11679718,0.359911,0.5548013
12679866,0.350077,0.5548013
13680965,0.359394,0.5548013
14681673,0.343764,0.5548013
15682777,0.344914,0.555326
16683739,0.362105,0.55539155
17684908,0.357058,0.55539155
18685833,0.355235,0.55539155
19686703,0.360395,0.55539155
20688050,0.341584,0.55539155
21688961,0.349668,0.55539155
22689725,0.363231,0.55539155
23691247,0.357822,0.55539155
24693904,0.355055,0.55539155
25695491,0.358442,0.55539155
26696312,0.343733,0.55539155
27697444,0.348609,0.55539155
28698153,0.357947,0.55539155
29697681,0.346449,0.55539155
30698673,0.359911,0.55539155
31699953,0.342781,0.55539155
32700910,0.349102,0.55539155
33701703,0.362788,0.55539155
34702135,0.575979,0.55539155
35702758,0.35946,0.55539155
36703883,0.359133,0.55539155
37704859,0.338924,0.55539155
38705758,0.34735,0.55539155
39706710,0.370313,0.55539155
40708002,0.35424,0.55539155
41708793,0.349513,0.55539155
42710302,0.346609,0.55539155
43711528,0.344163,0.55539155
44713619,0.349376,0.55539155
45715315,0.358815,0.55539155
46716248,0.35287,0.55539155
47717142,0.350908,0.55539155
48717993,0.349214,0.55539155
49719025,0.348728,0.5559163
50719993,0.355535,0.5559819
51720724,0.372609,0.5559819
52721944,0.372246,0.5582776
53723486,0.409318,0.5582776
54724106,0.411922,0.5582776
55731511,0.416861,0.5582776
56733797,0.421371,0.5582776
57734688,0.43142,0.5604749
58735873,0.500278,0.56300014
59736676,0.506349,0.56352484
60737866,0.537858,0.56352484
61738806,0.535268,0.56352484
62739832,0.539778,0.56352484
63740744,0.508598,0.56352484
64741763,0.510671,0.56352484
65742798,0.506773,0.56352484
66745033,0.509409,0.56352484
67745719,0.499462,0.56352484
68746110,0.512396,0.56352484
69746673,0.513749,0.56352484
70748124,0.505098,0.56352484
71747943,0.501843,0.56352484
72749337,0.501576,0.56352484
73749914,0.50833,0.56352484
74750711,0.506942,0.56352484
75753461,0.512854,0.56352484
76753906,0.493529,0.56352484
77754777,0.509156,0.56352484
78757707,0.497476,0.56352484
79758674,0.517218,0.56352484
80759709,0.51311,0.56352484
81760673,0.504688,0.56352484
82761804,0.500216,0.56352484
83762673,0.512785,0.56352484
84763739,0.497065,0.56352484
85765909,0.519984,0.56352484
86766676,0.511152,0.56352484
87768123,0.505925,0.56352484
88768958,0.49777,0.56352484
89769673,0.508956,0.56352484
90770745,0.495787,0.56352484
91771865,0.515896,0.56352484
92772925,0.511371,0.56352484
93773794,0.502318,0.56352484
94776126,0.502402,0.56352484
95777057,0.499934,0.56352484
96778247,0.499008,0.56352484
97778967,0.506776,0.56352484
98779745,0.514136,0.56352484
99781165,0.501819,0.56352484
100781759,0.509301,0.56352484
101783056,0.495424,0.56352484
102783858,0.514243,0.56352484
103784871,0.51472,0.56352484
104785673,0.521696,0.56352484
105788113,0.500472,0.56352484
106789051,0.504214,0.56352484
107790226,0.508101,0.56352484
108790814,0.511555,0.56352484
109791994,0.517852,0.56352484
110793036,0.505883,0.56352484
111793936,0.504314,0.56352484
112794938,0.517813,0.56352484
113796112,0.508257,0.56352484
114796779,0.52219,0.56352484
115797821,0.513914,0.56352484
116799537,0.507629,0.56352484
117800715,0.505331,0.56352484
118801995,0.509174,0.56352484
119803074,0.511267,0.56352484
120803758,0.521277,0.56352484
121805180,0.507928,0.56352484
122805703,0.508989,0.56352484
123807930,0.514301,0.56352484
124808813,0.498263,0.56352484
125810224,0.518085,0.56352484
126810944,0.509286,0.56352484
127811868,0.518712,0.56352484
128812775,0.507893,0.56352484
129813675,0.514501,0.56352484
130814675,0.503534,0.56352484
131815877,0.521545,0.56352484
132817123,0.511268,0.56352484
133817850,0.508196,0.56352484
134820365,0.50483,0.56352484
135821126,0.514046,0.56352484
136821862,0.507278,0.56352484
137823131,0.525485,0.56352484
138823977,0.516507,0.56352484
139824786,0.513804,0.56352484
140825826,0.511036,0.56352484
141826817,0.512086,0.56352484
142827693,0.510725,0.56352484
143829520,0.516618,0.56352484
144829960,0.511767,0.56352484
145830938,0.52181,0.56352484
146832214,0.502582,0.56352484
147832928,0.512797,0.56352484
148833828,0.503972,0.56352484
149834703,0.522111,0.56352484
150835761,0.515035,0.56352484
151836696,0.515935,0.56352484
152837777,0.518014,0.56352484
153838773,0.515047,0.56352484
154839876,0.498623,0.56352484
155841938,0.51133,0.56352484
156842706,0.510547,0.56352484
157843576,0.517548,0.56352484
158845138,0.508825,0.56352484
159853902,0.511674,0.56352484
160854701,0.504168,0.56352484
161855741,0.507703,0.56352484
162856811,0.525728,0.56352484
163869132,0.512052,0.56352484
164869983,0.506775,0.56352484
165872261,0.507433,0.56352484
166872933,0.512652,0.56352484
167873953,0.510124,0.56352484
168874962,0.513614,0.56352484
169875853,0.511145,0.56352484
170876895,0.524614,0.56352484
171877972,0.504268,0.56352484
172878695,0.513774,0.56352484
173879920,0.505433,0.56352484
174879841,0.517799,0.56352484
175880726,0.51174,0.56352484
176881869,0.523344,0.56352484
177888946,0.507338,0.56352484
178889940,0.512771,0.56352484
179891234,0.501703,0.56352484
180891942,0.514492,0.56352484
181893183,0.510556,0.56352484
182895756,0.513339,0.56352484
183896674,0.496994,0.56352484
184897727,0.510275,0.56352484
185898938,0.502889,0.56352484
186899964,0.51448,0.56352484
187900733,0.515734,0.56352484
188902575,0.524129,0.56352484
189903267,0.506415,0.56352484
190904099,0.51666,0.56352484
191905068,0.505577,0.56352484
192905752,0.510213,0.56352484
193906748,0.511251,0.56352484
194908733,0.519195,0.56352484
195909695,0.506526,0.56352484
196912260,0.514839,0.56352484
197913456,0.505916,0.56352484
198914353,0.515081,0.56352484
199914701,0.517262,0.56352484
200915975,0.530993,0.56352484
201916736,0.516162,0.56352484
202917695,0.510088,0.56352484
203921447,0.503953,0.56352484
204921878,0.512223,0.56352484
205922706,0.514582,0.56352484
206923886,0.517953,0.56352484
207925076,0.512433,0.56352484
208925868,0.515642,0.56352484
209926726,0.496492,0.56352484
210928914,0.512473,0.56352484
211930433,0.508942,0.56352484
212933143,0.517494,0.56352484
213936363,0.508649,0.56352484
214937700,0.499729,0.56352484
215939573,0.505596,0.56352484
216940941,0.505316,0.56352484
217943075,0.50938,0.56352484
218943966,0.511725,0.56352484
219944701,0.518627,0.56352484
220945950,0.505322,0.56352484
221948740,0.501124,0.56352484
222950499,0.51017,0.56352484
223950674,0.507304,0.56352484
224951759,0.515927,0.56352484
225952677,0.515857,0.56352484
226953882,0.516818,0.56352484
227955980,0.505575,0.56352484
228956819,0.510626,0.56352484
229958250,0.506742,0.56352484
230959494,0.529745,0.56352484
231960098,0.54343003,0.56352484
232961005,0.64765203,0.56352484
233961826,0.527587,0.56352484
234962816,0.51707,0.56352484
235963718,0.509924,0.56352484
236967319,0.524357,0.56352484
237967885,0.516753,0.56352484
238968674,0.508131,0.56352484
239969777,0.511433,0.56352484
240970771,0.510426,0.56352484
241972050,0.511617,0.56352484
242973027,0.515763,0.56352484
243973676,0.505808,0.56352484
244976004,0.507732,0.56352484
245977007,0.504983,0.56352484
246977674,0.509116,0.56352484
247978736,0.511602,0.56352484
248979709,0.511114,0.56352484
249980674,0.509182,0.56352484
250981788,0.514038,0.56352484
251982799,0.510025,0.56352484
252993841,0.502578,0.56352484
253994798,0.512812,0.56352484
254995710,0.519718,0.56352484
255996815,0.512118,0.56352484
256997882,0.504387,0.56352484
257999064,0.510111,0.56352484
258999831,0.50387,0.56352484
260000712,0.521215,0.56352484
261002290,0.516234,0.56352484
262002948,0.516404,0.56352484
263003858,0.50859,0.56352484
264004911,0.504264,0.56352484
265005913,0.50507903,0.56352484
266007107,0.521933,0.56352484
267007704,0.51213,0.56352484
268008674,0.510065,0.56352484
269009813,0.505587,0.56352484
270010673,0.504105,0.56352484
271011874,0.507924,0.56352484
272013146,0.524901,0.56352484
273017072,0.510662,0.56352484
274019974,0.509395,0.56352484
275021022,0.504329,0.56352484
276021951,0.50916,0.56352484
277022673,0.512066,0.56352484
278023713,0.514751,0.56352484
279025348,0.515104,0.56352484
280025673,0.504785,0.56352484
281027041,0.514668,0.56352484
282029924,0.508661,0.56352484
283031268,0.518515,0.56352484
284032114,0.513744,0.56352484
285032677,0.50996,0.56352484
286033673,0.500157,0.56352484
287034941,0.511937,0.56352484
288035728,0.50777,0.56352484
289037136,0.511551,0.56352484
290038242,0.514098,0.56352484
291040539,0.511672,0.56352484
292040758,0.506328,0.56352484
293041674,0.501149,0.56352484
294042975,0.505216,0.56352484
295043964,0.519531,0.56352484
296044673,0.512257,0.56352484
297045834,0.522228,0.56352484
298048532,0.504256,0.56352484
299048727,0.513557,0.56352484
300049726,0.507162,0.56352484
301051094,0.518716,0.56352484
302051894,0.513191,0.56352484
303052807,0.512233,0.56352484
304053763,0.506488,0.56352484
305056270,0.50486803,0.56352484
306057673,0.513859,0.56352484
307058820,0.512131,0.56352484
308059845,0.519397,0.56352484
309060960,0.515442,0.56352484
310061869,0.52366203,0.56352484
311062724,0.500032,0.56352484
312065623,0.51701,0.56352484
313066813,0.507021,0.56352484
314067738,0.51739,0.56352484
315069086,0.518625,0.56352484
316071105,0.519,0.56352484
317072107,0.502252,0.56352484
318072721,0.505627,0.56352484
319073676,0.497984,0.56352484
320075025,0.514346,0.56352484
